casenumber,counts,day,hour,lat,location,lon,minute,month,neighborhood,offense_cat,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year
2017-00114026,0,30,9,41.7958794,56 Warrington St,-71.4147322,12,10,,,Property Damage,2017-10-30 09:12:27,KWigginton,Not Used,No violations,2017
2017-00114010,0,30,8,41.8523476,882 Admiral St,-71.4457513,27,10,,,Property Damage,2017-10-30 08:27:34,TCalandra,Not Used,No violations,2017
2017-00114001,0,30,8,41.8558431218581,29 Greaton Dr,-71.3982595114764,2,10,,,Property Damage,2017-10-30 08:02:59,DHull,Not Used,No violations,2017
2017-00113988,0,30,7,41.8529155987147,106 8Th St,-71.39643867168091,33,10,,,Property Damage,2017-10-30 07:33:05,DHull,Not Used,No violations,2017
2017-00113968,0,30,7,41.803077200000004,65 Stanwood St,-71.4216176,7,10,,,Property Damage,2017-10-30 07:07:30,KWigginton,Not Used,No violations,2017
2017-00113916,0,30,2,41.82724879999999,30 Waterman St,-71.4060302,27,10,,,Property Damage,2017-10-30 02:27:00,PHourahan,Not Used,No violations,2017
2017-00113842,0,29,23,41.84219210000001,10 Loxley Rd,-71.44888990000003,25,10,,,Property Damage,2017-10-29 23:25:38,DSantos,Not Used,No violations,2017
2017-00113831,0,29,22,41.825454799999996,28 Sims Ave,-71.4324957,56,10,,,Property Damage,2017-10-29 22:56:00,ITorres,Not Used,No violations,2017
2017-00113800,0,29,21,41.8105805,179 Ford St,-71.434366,47,10,,,Property Damage,2017-10-29 21:47:00,LPelaez,Not Used,No violations,2017
2017-00113785,0,29,20,41.8199945,325 Washington St,-71.4207328,58,10,,,Article Found,2017-10-29 20:58:00,JPerez,Not Used,No violations,2017
2017-00113770,0,29,19,41.8149911,32 Oak St,-71.4340037,50,10,,,Disturbance,2017-10-29 19:50:00,JLanier,Not Used,No violations,2017
2017-00113739,0,29,18,41.8504295,15 Ascham St,-71.41860940000002,32,10,,,Missing Persons,2017-10-29 18:32:00,EBreault,Not Used,No violations,2017
2017-00113671,0,29,15,41.80336670000001,177 Bucklin St,-71.42791020000001,12,10,,,Medical Aid,2017-10-29 15:12:00,LPelaez,Not Used,No violations,2017
2017-00113637,0,29,13,41.836091078,555 N  Main St,-71.4101022739852,6,10,,,Article Found,2017-10-29 13:06:40,WHutchinson,Not Used,No violations,2017
2017-00113595,0,29,10,41.816602,1 Bodell Ave,-71.45107,10,10,,,Threats,2017-10-29 10:10:00,TCalandra,Not Used,No violations,2017
2017-00113464,0,29,2,41.8328974,292 Academy Ave,-71.4447132,8,10,,,Disturbance,2017-10-29 02:08:00,,Not Used,No violations,2017
2017-00113416,0,29,0,41.8529565,48 Malvern St,-71.4163532,34,10,,,Request for Assistance,2017-10-29 00:34:00,WSherrill,Not Used,No violations,2017
2017-00113391,0,29,0,41.846159399723,24 Tappan St,-71.42720299674359,6,10,,,Missing Persons,2017-10-29 00:06:00,Central Station,Not Used,No violations,2017
2017-00113360,0,28,22,41.8401029,129 Pembroke Ave,-71.4295437,2,10,,,Assistance Rendered,2017-10-28 22:02:00,DHarrington,Not Used,No violations,2017
2017-00113318,0,28,20,41.8456097,354 Admiral St,-71.4280172,51,10,,,Juvenile Matter,2017-10-28 20:51:03,JPerez,Not Used,No violations,2017
2017-00113296,0,28,20,41.7915433265306,1277 Broad St,-71.4065474897959,6,10,,,D.O.A.,2017-10-28 20:06:00,ASchneider,Not Used,No violations,2017
2017-00113287,0,28,19,41.8377166818182,96 Ruggles St,-71.42843563636359,35,10,,,Assistance Rendered,2017-10-28 19:35:00,DImpagliazzo,Not Used,No violations,2017
2017-00113283,0,28,19,,Wickenden St At Brook St,,23,10,,,Disorderly Conduct,2017-10-28 19:23:00,MCastillo,Not Used,No violations,2017
2017-00113278,0,28,19,41.8135663333333,378 Plainfield St ,-71.4509965,1,10,,,Shots Fired,2017-10-28 19:01:00,DSirignano,Not Used,No violations,2017
2017-00113247,0,28,17,41.822618,60 Fremont St,-71.3910295,46,10,,,Medical Aid,2017-10-28 17:46:00,MCastillo,Not Used,No violations,2017
2017-00113243,0,28,17,41.807181299999996,239 Public St,-71.4087771,45,10,,,Lost Article,2017-10-28 17:45:00,Central Station,Not Used,No violations,2017
2017-00113221,0,28,16,41.8199945,325 Washington St,-71.4207328,58,10,,,Missing Persons,2017-10-28 16:58:00,JButen,Not Used,No violations,2017
2017-00113218,0,28,16,41.807060899999996,157 Elmdale Ave,-71.45015450000002,53,10,,,Lost Article,2017-10-28 16:53:00,Central Station,Not Used,No violations,2017
2017-00113216,0,28,16,,Cranston St At Messer St,,41,10,,,Medical Aid,2017-10-28 16:41:00,SIm,Not Used,No violations,2017
2017-00113208,0,28,16,41.80828320000001,64 Dartmouth Ave,-71.4230918,37,10,,,Missing Persons,2017-10-28 16:37:00,Central Station,Not Used,No violations,2017
2017-00113206,0,28,16,41.846159399723,24 Tappan St,-71.42720299674359,32,10,,,Missing Persons,2017-10-28 16:32:00,Central Station,Not Used,No violations,2017
2017-00113204,0,28,16,41.827677,1 Providence Pl,-71.4166245,27,10,,,Medical Aid,2017-10-28 16:27:22,GMorgan,Not Used,No violations,2017
2017-00113196,0,28,16,41.78736,244 Washington Ave,-71.3988958,13,10,,,Missing Persons,2017-10-28 16:13:00,Central Station,Not Used,No violations,2017
2017-00113179,0,28,15,41.82496280075209,932 Atwells Ave,-71.44834127154729,42,10,,,Lost Article,2017-10-28 15:42:00,Central Station,Not Used,No violations,2017
2017-00113141,0,28,13,41.807393499999996,194 Dora St,-71.4499958,1,10,,,D.O.A.,2017-10-28 13:01:00,TCalandra,Not Used,No violations,2017
2017-00113106,0,28,10,41.8204056,17 Middleton St,-71.4668413,49,10,,,Request for Assistance,2017-10-28 10:49:00,TCalandra,Not Used,No violations,2017
2017-00112868,0,27,19,41.8235032,321 Amherst St,-71.45106265,50,10,,,Article Found,2017-10-27 19:50:00,KMelfi,Not Used,No violations,2017
2017-00112846,0,27,18,41.80828320000001,64 Dartmouth Ave,-71.4230918,47,10,,,Missing Persons,2017-10-27 18:47:00,Central Station,Not Used,No violations,2017
2017-00112835,0,27,18,41.80828320000001,64 Dartmouth Ave,-71.4230918,29,10,,,Missing Persons,2017-10-27 18:29:00,Central Station,Not Used,No violations,2017
2017-00112816,0,27,17,41.78885579999999,81 Washington Ave,-71.392896,45,10,,,Missing Persons,2017-10-27 17:45:00,Central Station,Not Used,No violations,2017
2017-00112803,0,27,17,41.824170142857106,39 Salmon St,-71.4547904285714,26,10,,,Property Damage,2017-10-27 17:26:00,RHull,Not Used,No violations,2017
2017-00112787,0,27,16,41.847853,193 Salina St,-71.4252738,46,10,,,Lost Article,2017-10-27 16:46:00,Central Station,Not Used,No violations,2017
2017-00112775,0,27,16,41.510884,Indian Avenue ,-71.238609,21,10,,,Request for Assistance,2017-10-27 16:21:00,Central Station,Not Used,No violations,2017
2017-00112738,0,27,15,41.820783,101 Friendship St,-71.41071600000002,1,10,,,Missing Persons,2017-10-27 15:01:00,Central Station,Not Used,No violations,2017
2017-00112699,0,27,12,41.7985073,278 Thurbers Ave,-71.4107325,52,10,,,Juvenile Matter,2017-10-27 12:52:00,ITavarez,Not Used,No violations,2017
2017-00112672,0,27,12,41.8210837,149 Almy St,-71.43356949999998,3,10,,,Article Found,2017-10-27 12:03:32,MCaraccia,Not Used,No violations,2017
2017-00112552,0,27,2,41.8228656,25 Weeden St,-71.4247265,21,10,,,Disturbance,2017-10-27 02:21:00,NCruz,Not Used,No violations,2017
2017-00112545,0,27,1,,Broad St At Montgomery Ave,,41,10,,,Shots Fired,2017-10-27 01:41:42,ZSilbert,Not Used,No violations,2017
2017-00112512,0,26,23,41.821250899999995,136 Knight St,-71.43037629999998,45,10,,,Missing Persons,2017-10-26 23:45:00,Central Station,Not Used,No violations,2017
2017-00112479,0,26,21,41.78885579999999,81 Washington Ave,-71.392896,35,10,,,Missing Persons,2017-10-26 21:35:00,Central Station,Not Used,No violations,2017
2017-00112459,0,26,20,41.8367071,380 Hope St,-71.40139090000002,4,10,,,Missing Persons,2017-10-26 20:04:00,Central Station,Not Used,No violations,2017
2017-00112455,0,26,19,41.8367071,380 Hope St,-71.40139090000002,47,10,,,Missing Persons,2017-10-26 19:47:00,Central Station,Not Used,No violations,2017
2017-00112362,0,26,15,41.8048443,63 Benedict St,-71.43499440000002,54,10,,,Malicious Mischief,2017-10-26 15:54:00,LPelaez,Not Used,No violations,2017
2017-00112364,0,26,15,41.824818142857104,125 Governor St,-71.39387914285709,52,10,,,Request for Assistance,2017-10-26 15:52:00,FGarcia,Not Used,No violations,2017
2017-00112347,0,26,15,41.8536621,939 Douglas Ave,-71.43751429999998,33,10,,,Missing Persons,2017-10-26 15:33:00,Central Station,Not Used,No violations,2017
2017-00112325,0,26,13,41.8344795,324 Hope St,-71.4032561,47,10,,,Juvenile Matter,2017-10-26 13:47:00,CTorres,Not Used,No violations,2017
2017-00112267,0,26,10,41.8344795,324 Hope St,-71.4032561,42,10,,,Juvenile Matter,2017-10-26 10:42:00,CTorres,Not Used,No violations,2017
2017-00112258,0,26,10,41.812711877550996,179 Pearl St,-71.4169294897959,1,10,,,Juvenile Matter,2017-10-26 10:01:00,ITavarez,Not Used,No violations,2017
2017-00112194,0,26,1,41.7783792,20 Sawyer St,-71.4199444,30,10,,,Suspicious Person,2017-10-26 01:30:04,ZSilbert,Not Used,No violations,2017
2017-00112151,0,25,21,41.8121511,41 Bancroft St,-71.44742120000002,29,10,,,Request for Assistance,2017-10-25 21:29:00,LPelaez,Not Used,No violations,2017
2017-00112149,0,25,21,41.8244179,708 Atwells Ave,-71.4403297,23,10,,,Houese Fire,2017-10-25 21:23:00,KMelfi,Not Used,No violations,2017
2017-00112110,0,25,19,41.80855070000001,156 Hanover St,-71.43086559999998,23,10,,,Request for Assistance,2017-10-25 19:23:00,LPelaez,Not Used,No violations,2017
2017-00112092,0,25,19,41.8169015,83 Point St,-71.40702370000002,2,10,,,Request for Assistance,2017-10-25 19:02:21,DBrien,Not Used,No violations,2017
2017-00112085,0,25,18,41.808668299999994,61 Dartmouth Ave,-71.4229897,35,10,,,Request for Assistance,2017-10-25 18:35:00,JButen,Not Used,No violations,2017
2017-00112070,0,25,18,41.8116811,593 Eddy St,-71.40937109999999,6,10,,,Lost Article,2017-10-25 18:06:00,Central Station,Not Used,No violations,2017
2017-00112050,0,25,17,41.805637,689 Cranston St,-71.437164,23,10,,,Suspicious Person,2017-10-25 17:23:00,LPelaez,Not Used,No violations,2017
2017-00112040,0,25,16,41.8054482,140 Benedict St,-71.43811190000002,55,10,,,Suspicious Person,2017-10-25 16:55:00,LPelaez,Not Used,No violations,2017
2017-00112028,0,25,16,41.8115885,15 Wendell St,-71.4320929,30,10,,,Request for Assistance,2017-10-25 16:30:00,LPelaez,Not Used,No violations,2017
2017-00112037,0,25,16,41.81100900000001,63 Elmwood Ave,-71.42362920000002,25,10,,,Assistance Rendered,2017-10-25 16:25:00,AFrancis,Not Used,No violations,2017
2017-00112027,0,25,16,41.81663871875,49 Olneyville Sq,-71.44366746875,25,10,,,Trespass,2017-10-25 16:25:00,KMelfi,Not Used,No violations,2017
2017-00112014,0,25,16,41.8223162,279 Manton Ave,-71.4493069,5,10,,,Lost Article,2017-10-25 16:05:00,Central Station,Not Used,No violations,2017
2017-00112016,0,25,16,,Cadillac Dr At Elmwood Ave,,4,10,,,Request for Assistance,2017-10-25 16:04:00,JButen,Not Used,No violations,2017
2017-00112038,0,25,15,41.8584599,458 Smithfield Ave,-71.41146490000001,50,10,,,Property Damage,2017-10-25 15:50:00,EBreault,Not Used,No violations,2017
2017-00111993,0,25,15,41.78736,244 Washington Ave,-71.3988958,28,10,,,Missing Persons,2017-10-25 15:28:00,Central Station,Not Used,No violations,2017
2017-00111997,0,25,14,41.8511834,211 Veazie St,-71.433036,56,10,,,Juvenile Matter,2017-10-25 14:56:00,EBreault,Not Used,No violations,2017
2017-00111957,0,25,13,41.8046909,22 Brattle St,-71.4345233,50,10,,,Auto Towed,2017-10-25 13:50:13,JDalton,Not Used,Parking or MV Violation,2017
2017-00111924,0,25,12,41.84095029864479,760 N  Main St,-71.4086755740022,22,10,,,Request for Assistance,2017-10-25 12:22:00,JAndrade,Not Used,No violations,2017
2017-00111900,0,25,10,41.824045299999995,25 Dorrance St,-71.4128578,47,10,,,Missing Persons,2017-10-25 10:47:05,MChasse,Not Used,No violations,2017
2017-00111813,0,25,1,41.80828320000001,64 Dartmouth Ave,-71.4230918,8,10,,,Missing Persons,2017-10-25 01:08:00,Central Station,Not Used,No violations,2017
2017-00111804,0,25,0,41.821250899999995,136 Knight St,-71.43037629999998,43,10,,,Missing Persons,2017-10-25 00:43:00,Central Station,Not Used,No violations,2017
2017-00111801,0,25,0,41.821250899999995,136 Knight St,-71.43037629999998,40,10,,,Missing Persons,2017-10-25 00:40:00,Central Station,Not Used,No violations,2017
2017-00111758,0,24,21,41.78885579999999,81 Washington Ave,-71.392896,48,10,,,Missing Persons,2017-10-24 21:48:00,Central Station,Not Used,No violations,2017
2017-00111712,0,24,19,,Dexter St At Potters Ave,,44,10,,,Shots Fired,2017-10-24 19:44:00,LPelaez,Not Used,No violations,2017
2017-00111715,0,24,19,41.807686,114 Waverly St,-71.43299859999998,40,10,,,Property Damage,2017-10-24 19:40:00,LPelaez,Not Used,No violations,2017
2017-00111700,0,24,19,41.78736,244 Washington Ave,-71.3988958,10,10,,,Missing Persons,2017-10-24 19:10:00,Central Station,Not Used,No violations,2017
2017-00111694,0,24,18,41.8510872981596,4 South Ln,-71.4435074524976,50,10,,,Request for Assistance,2017-10-24 18:50:00,JPerez,Not Used,No violations,2017
2017-00111670,0,24,17,41.823816799999996,265 Atwells Ave,-71.4267176,50,10,,,Suspicious Person,2017-10-24 17:50:00,LPelaez,Not Used,No violations,2017
2017-00111665,0,24,17,,Whitmarsh St At Bucklin St,,42,10,,,Juvenile Matter,2017-10-24 17:42:00,SIm,Not Used,No violations,2017
2017-00111661,0,24,17,41.8199945,325 Washington St,-71.4207328,32,10,,,Article Found,2017-10-24 17:32:00,DArdito,Not Used,No violations,2017
2017-00111650,0,24,17,41.80680770000001,627 Cranston St,-71.43639759999998,1,10,,,Medical Aid,2017-10-24 17:01:00,LPelaez,Not Used,No violations,2017
2017-00111643,0,24,16,41.82461470000001,1 Kennedy Plz,-71.4120448,50,10,,,Lost Article,2017-10-24 16:50:00,Central Station,Not Used,No violations,2017
2017-00111638,0,24,16,41.8199945,325 Washington St,-71.4207328,38,10,,,Found Property,2017-10-24 16:38:00,Central Station,Not Used,No violations,2017
2017-00111624,0,24,16,,Cranston St At Huntington Ave,,16,10,,,Auto Towed,2017-10-24 16:16:00,SIm,Not Used,Parking or MV Violation,2017
2017-00111625,0,24,16,41.7934444,149 Porter St,-71.4066448,13,10,,,Disturbance,2017-10-24 16:13:00,ASchneider,Not Used,No violations,2017
2017-00111592,0,24,14,41.8344795,324 Hope St,-71.4032561,37,10,,,Stolen Property,2017-10-24 14:37:00,CTorres,Not Used,No violations,2017
2017-00111539,0,24,12,41.8147676,122 Laban St,-71.4516607,16,10,,,Missing Persons,2017-10-24 12:16:00,TCalandra,Not Used,No violations,2017
2017-00111522,0,24,11,41.8090708,162 Moorefield St,-71.4624513,39,10,,,Juvenile Matter,2017-10-24 11:39:58,JKane,Not Used,No violations,2017
2017-00111519,0,24,11,41.805353601484214,45 Waldo St,-71.43254065411959,34,10,,,Medical Aid,2017-10-24 11:34:53,EChin,Not Used,No violations,2017
2017-00111500,0,24,10,41.8559455773072,660 Blackstone Blvd,-71.39063579076159,40,10,,,Assistance Rendered,2017-10-24 10:40:32,DHull,Not Used,No violations,2017
2017-00111488,0,24,9,41.8529012159681,166 8Th St,-71.3943699502581,53,10,,,Motor Vehicle Violation,2017-10-24 09:53:14,DHull,Not Used,No violations,2017
2017-00111485,0,24,9,41.8189314,1303 Main St ,-71.4008355,51,10,,,Medical Aid,2017-10-24 09:51:14,DHull,Not Used,No violations,2017
2017-00111455,0,24,7,41.8438067,181 Corliss St,-71.4119075,38,10,,,Property Damage,2017-10-24 07:38:14,MTella,Not Used,No violations,2017
2017-00111440,0,24,4,41.821250899999995,136 Knight St,-71.43037629999998,57,10,,,Missing Persons,2017-10-24 04:57:00,Central Station,Not Used,No violations,2017
2017-00111435,0,24,2,41.8240521,10 Dorrance St,-71.4117212,52,10,,,Medical Aid,2017-10-24 02:52:07,AGroot,Not Used,No violations,2017
2017-00111425,0,24,1,41.8080013,76 Sorrento St,-71.4369438,54,10,,,Lost Article,2017-10-24 01:54:00,Central Station,Not Used,No violations,2017
2017-00111408,0,24,0,41.79253370000001,212 Baker St,-71.40588890000002,7,10,,,Missing Persons,2017-10-24 00:07:00,JCascione,Not Used,No violations,2017
2017-00111395,0,23,23,41.8501553,30 Luna St,-71.41725720000002,20,10,,,Suspicious Person,2017-10-23 23:20:00,JGutierrez,Not Used,No violations,2017
2017-00111379,0,23,22,41.8536621,939 Douglas Ave,-71.43751429999998,2,10,,,Missing Persons,2017-10-23 22:02:00,Central Station,Not Used,No violations,2017
2017-00111375,0,23,21,41.818134,Chestnut Street ,-71.409966,49,10,,,Found Property,2017-10-23 21:49:00,Central Station,Not Used,No violations,2017
2017-00111359,0,23,21,41.849567799999996,820 Hope St,-71.39505059999998,22,10,,,Request for Assistance,2017-10-23 21:22:00,Central Station,Not Used,No violations,2017
2017-00111347,0,23,20,41.7871284,270 Washington Ave,-71.4001382,52,10,,,Request for Assistance,2017-10-23 20:52:00,ASchneider,Not Used,No violations,2017
2017-00111331,0,23,20,41.8510257,43 Crandall St,-71.4389386,16,10,,,Threats,2017-10-23 20:16:47,JPerez,Not Used,No violations,2017
2017-00111325,0,23,19,41.8074831,102 Linwood Ave,-71.4359275,56,10,,,Medical Aid,2017-10-23 19:56:00,LPelaez,Not Used,No violations,2017
2017-00111321,0,23,19,41.8045903,76 Anthony Ave,-71.4394192,54,10,,,Lost Article,2017-10-23 19:54:00,Central Station,Not Used,No violations,2017
2017-00111306,0,23,19,41.80828320000001,64 Dartmouth Ave,-71.4230918,8,10,,,Missing Persons,2017-10-23 19:08:00,Central Station,Not Used,No violations,2017
2017-00111296,0,23,18,41.80828320000001,64 Dartmouth Ave,-71.4230918,47,10,,,Missing Persons,2017-10-23 18:47:00,Central Station,Not Used,No violations,2017
2017-00111293,0,23,18,,Almy St At Westminster St,,30,10,,,Motor Vehicle Violation,2017-10-23 18:30:00,AMoore,Not Used,No violations,2017
2017-00111264,0,23,17,41.8536621,939 Douglas Ave,-71.43751429999998,37,10,,,Missing Persons,2017-10-23 17:37:00,Central Station,Not Used,No violations,2017
2017-00111259,0,23,17,41.78885579999999,81 Washington Ave,-71.392896,29,10,,,Missing Persons,2017-10-23 17:29:00,Central Station,Not Used,No violations,2017
2017-00111249,0,23,17,41.78885579999999,81 Washington Ave,-71.392896,8,10,,,Missing Persons,2017-10-23 17:08:00,Central Station,Not Used,No violations,2017
2017-00111210,0,23,16,41.78885579999999,81 Washington Ave,-71.392896,1,10,,,Missing Persons,2017-10-23 16:01:00,Central Station,Not Used,No violations,2017
2017-00111199,0,23,15,,Cromwell St At Elmwood Ave,,28,10,,,Auto Towed,2017-10-23 15:28:00,SIm,Not Used,Parking or MV Violation,2017
2017-00111187,0,23,14,41.8536621,939 Douglas Ave,-71.43751429999998,56,10,,,Missing Persons,2017-10-23 14:56:00,Central Station,Not Used,No violations,2017
2017-00111185,0,23,14,41.826416,48 Sears Ave,-71.446154,50,10,,,Lost Article,2017-10-23 14:50:00,Central Station,Not Used,No violations,2017
2017-00111193,0,23,14,41.7861657,369 Montgomery Ave,-71.4038088,36,10,,,Fraud,2017-10-23 14:36:00,ASchneider,Not Used,No violations,2017
2017-00111181,0,23,14,41.822658000000004,119 Federal St,-71.42518079999998,25,10,,,Disturbance,2017-10-23 14:25:00,JLeone,Not Used,No violations,2017
2017-00111158,0,23,13,41.7879925,1450 Broad St,-71.402888887483,12,10,,,Juvenile Matter,2017-10-23 13:12:00,NDarling,Not Used,No violations,2017
2017-00111153,0,23,13,41.8415641428571,80 Admiral St,-71.42086571428571,2,10,,,Property Damage,2017-10-23 13:02:00,MMena-Torres,Not Used,No violations,2017
2017-00111152,0,23,12,41.8180622231326,152 Springfield St,-71.4646032225629,55,10,,,Juvenile Matter,2017-10-23 12:55:00,TCalandra,Not Used,No violations,2017
2017-00111145,0,23,12,41.85458945283021,100 Bismark St,-71.4122435849057,49,10,,,Medical Aid,2017-10-23 12:49:02,MTella,Not Used,No violations,2017
2017-00111005,0,22,23,41.8214525,37 Putnam St,-71.4439203,16,10,,,Request for Assistance,2017-10-22 23:16:00,JCascione,Not Used,No violations,2017
2017-00111000,0,22,23,41.8212008,130 Tell St,-71.4346061,3,10,,,Request for Assistance,2017-10-22 23:03:00,NCruz,Not Used,No violations,2017
2017-00110997,0,22,22,,Park St At Promenade St,,49,10,,,Shots Fired,2017-10-22 22:49:00,RHeaton,Not Used,No violations,2017
2017-00110994,0,22,22,41.78885579999999,81 Washington Ave,-71.392896,35,10,,,Missing Persons,2017-10-22 22:35:00,Central Station,Not Used,No violations,2017
2017-00110991,0,22,22,41.78885579999999,81 Washington Ave,-71.392896,20,10,,,Missing Persons,2017-10-22 22:20:00,Central Station,Not Used,No violations,2017
2017-00110927,0,22,18,41.7895069,1380 Broad St,-71.4040843,41,10,,,Request for Assistance,2017-10-22 18:41:00,ASchneider,Not Used,No violations,2017
2017-00110906,0,22,18,41.8109026,21 Warren St,-71.4246343,17,10,,,Medical Aid,2017-10-22 18:17:00,AFrancis,Not Used,No violations,2017
2017-00110886,0,22,17,,Broad St At Aldrich St,,42,10,,,Assistance Rendered,2017-10-22 17:42:00,ASchneider,Not Used,No violations,2017
2017-00110869,0,22,16,41.8230153,225 Valley St,-71.4395486,50,10,,,Medical Aid,2017-10-22 16:50:35,KMelfi,Not Used,No violations,2017
2017-00110848,0,22,16,41.8137316,202 Whittier Ave,-71.4551886,20,10,,,Request for Assistance,2017-10-22 16:20:00,Central Station,Not Used,No violations,2017
2017-00110877,0,22,15,41.8241722,23 Barstow St,-71.4404651,52,10,,,Auto Towed,2017-10-22 15:52:14,KMelfi,Not Used,Parking or MV Violation,2017
2017-00110828,0,22,15,41.78885579999999,81 Washington Ave,-71.392896,31,10,,,Missing Persons,2017-10-22 15:31:00,Central Station,Not Used,No violations,2017
2017-00110779,0,22,12,41.8377209,700 Smith St,-71.4356559,28,10,,,Request for Assistance,2017-10-22 12:28:00,JAndrade,Not Used,No violations,2017
2017-00110741,0,22,10,41.823154,39 Tuxedo Ave ,-71.438919,24,10,,,Houese Fire,2017-10-22 10:24:06,JRodrigues,Not Used,No violations,2017
2017-00110738,0,22,10,41.81541710000001,55 Maple St,-71.4153621,4,10,,,Medical Aid,2017-10-22 10:04:00,ITavarez,Not Used,No violations,2017
2017-00110688,0,22,3,41.8102985,71 Wallace St,-71.4460385,14,10,,,Lost Article,2017-10-22 03:14:00,Central Station,Not Used,No violations,2017
2017-00110664,0,22,2,,Harold St At Valley St,,5,10,,,Dispersals,2017-10-22 02:05:00,MLuke,Not Used,No violations,2017
2017-00110645,0,22,1,41.8315404,Smith St ,-71.4127224,17,10,,,Request for Assistance,2017-10-22 01:17:00,DImpagliazzo,Not Used,No violations,2017
2017-00110591,0,21,22,41.8367071,380 Hope St,-71.40139090000002,44,10,,,Missing Persons,2017-10-21 22:44:00,Central Station,Not Used,No violations,2017
2017-00110583,0,21,22,41.8224359,60 Vinton St,-71.4292392,11,10,,,Auto Towed,2017-10-21 22:11:00,GValletta,Not Used,Parking or MV Violation,2017
2017-00110571,0,21,21,41.8243503,Spruce Street ,-71.4274356,48,10,,,Article Found,2017-10-21 21:48:00,Central Station,Not Used,No violations,2017
2017-00110557,0,21,20,41.846159399723,24 Tappan St,-71.42720299674359,55,10,,,Missing Persons,2017-10-21 20:55:00,Central Station,Not Used,No violations,2017
2017-00110552,0,21,20,41.8455436,51 Silver Spring St,-71.416108,44,10,,,Juvenile Matter,2017-10-21 20:44:00,Central Station,Not Used,No violations,2017
2017-00110543,0,21,20,41.8234906842105,150 Julian Street ,-71.4449067894737,33,10,,,Request for Assistance,2017-10-21 20:33:00,Central Station,Not Used,No violations,2017
2017-00110530,0,21,20,41.81789860000001,359 Carpenter St,-71.4313613,0,10,,,Missing Persons,2017-10-21 20:00:00,ITorres,Not Used,No violations,2017
2017-00110494,0,21,18,41.78885579999999,81 Washington Ave,-71.392896,28,10,,,Missing Persons,2017-10-21 18:28:00,Central Station,Not Used,No violations,2017
2017-00110474,0,21,17,,Julian St At Kossuth St,,14,10,,,Disturbance,2017-10-21 17:14:00,KMelfi,Not Used,No violations,2017
2017-00110465,0,21,16,41.846159399723,24 Tappan St,-71.42720299674359,48,10,,,Missing Persons,2017-10-21 16:48:00,Central Station,Not Used,No violations,2017
2017-00110453,0,21,16,41.8367071,380 Hope St,-71.40139090000002,16,10,,,Missing Persons,2017-10-21 16:16:00,Central Station,Not Used,No violations,2017
2017-00110449,0,21,16,41.8367071,380 Hope St,-71.40139090000002,6,10,,,Missing Persons,2017-10-21 16:06:00,Central Station,Not Used,No violations,2017
2017-00110466,0,21,16,41.786575,121 Sinclair Ave,-71.42790500000002,5,10,,,Request for Assistance,2017-10-21 16:05:53,ELeste,Not Used,No violations,2017
2017-00110249,0,21,1,41.82420988,334 S  Water St,-71.40760302,16,10,,,License Violation,2017-10-21 01:16:00,LPelaez,Not Used,No violations,2017
2017-00110158,0,20,20,,Peck St At Orange St ,,55,10,,,Suspicious Person,2017-10-20 20:55:53,DBrien,Not Used,No violations,2017
2017-00110151,0,20,20,41.8536621,939 Douglas Ave,-71.43751429999998,42,10,,,Missing Persons,2017-10-20 20:42:00,Central Station,Not Used,No violations,2017
2017-00110145,0,20,20,41.8018168,50 Seabury St,-71.4331753,8,10,,,Medical Aid,2017-10-20 20:08:00,LPelaez,Not Used,No violations,2017
2017-00110089,0,20,17,41.813337,71 Bridgham St,-71.42550229999998,42,10,,,Lost Article,2017-10-20 17:42:00,Central Station,Not Used,No violations,2017
2017-00110054,0,20,15,41.808869,165 Hanover St,-71.43101899999998,46,10,,,Request for Assistance,2017-10-20 15:46:00,LPelaez,Not Used,No violations,2017
2017-00110036,0,20,15,41.8536621,939 Douglas Ave,-71.43751429999998,31,10,,,Missing Persons,2017-10-20 15:31:00,Central Station,Not Used,No violations,2017
2017-00110029,0,20,15,41.8466419,460 Charles St,-71.4201073,8,10,,,D.O.A.,2017-10-20 15:08:00,ITavarez,Not Used,No violations,2017
2017-00110026,0,20,14,41.8119443,165 Dexter St,-71.42946409999998,48,10,,,Request for Assistance,2017-10-20 14:48:00,LPelaez,Not Used,No violations,2017
2017-00109992,0,20,13,41.8084613,113 Robinson St,-71.41666790000002,16,10,,,Building Fire,2017-10-20 13:16:14,KWigginton,Not Used,No violations,2017
2017-00109989,0,20,13,41.8402293157895,22 Pumgansett St,-71.4260423157895,6,10,,,Medical Aid,2017-10-20 13:06:00,WDickie,Not Used,No violations,2017
2017-00109966,0,20,12,41.8370687,142 Morris Ave,-71.3982348,14,10,,,Alarm-Residental,2017-10-20 12:14:48,WMann,Not Used,No violations,2017
2017-00109919,0,20,9,41.823503,1 Sabin St,-71.416977,42,10,,,Property Damage,2017-10-20 09:42:34,JHenderson,Not Used,No violations,2017
2017-00109909,0,20,9,41.8105107,136 Superior St,-71.4333666,6,10,,,Auto Towed,2017-10-20 09:06:05,TGomes,Not Used,Parking or MV Violation,2017
2017-00109832,0,20,0,41.8088954557347,150 Elmwood Ave,-71.42447973201459,24,10,,,Lost Article,2017-10-20 00:24:00,JGutierrez,Not Used,No violations,2017
