casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,hour,minute,day,lat,lon,city,neighborhood
2017-00127046,1,14 Liege St,12,Warrant\Capias,2017-12-03 16:58:00,DJohnson,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,other_crime,16,58,3,41.80989,-71.42407299999999,Providence County,Providence
2017-00127045,1,Dexter St At Cranston St,12,Warrant\Capias,2017-12-03 16:48:00,BBoudreau,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,other_crime,16,48,3,37.5036026,-122.4912793,San Mateo County,Half Moon Bay
2017-00127045,1,Dexter St At Cranston St,12,Municipal Code Violation,2017-12-03 16:48:00,BBoudreau,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2017,other_crime,16,48,3,41.85315689999999,-71.4023413,Providence County,Providence
2017-00127045,1,Dexter St At Cranston St,12,Weapons,2017-12-03 16:48:00,BBoudreau,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,2017,other_crime,16,48,3,41.8316579,-71.4431482,Providence,Valley
2017-00127040,1,131 Pembroke Ave,12,Larceny from Motor Vehicle,2017-12-03 16:36:00,DImpagliazzo,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,16,36,3,41.8062208,-71.45987509999999,Providence,Silver Lake
2017-00127019,1,51 Silver Spring St,12,Warrant\Capias,2017-12-03 15:29:00,JLopes,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,other_crime,15,29,3,41.819443,-71.456673,Providence County,Providence
2017-00127003,1,50 Atwells Ave ,12,Traffic Violation,2017-12-03 14:56:00,JLanier,31-21-4,Parking or MV Violation,2017,other_crime,14,56,3,41.81379889999999,-71.4581661,Providence,Hartford
2017-00127004,1,303 Washington Ave,12,Motor Vehicle Theft,2017-12-03 14:28:05,KDemarco,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,14,28,3,30.4418969,-91.1836798,East Baton Rouge Parish,10
2017-00126993,1,43 Tuxedo Ave,12,"Larceny, Other",2017-12-03 13:49:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,13,49,3,42.3601486,-71.0674425,Boston,Beacon Hill
2017-00126974,1,1 Providence Pl,12,Disorderly Conduct,2017-12-03 12:22:00,EChin,11-45-1,DISORDERLY CONDUCT,2017,other_crime,12,22,3,42.2203769,-70.8702684,Hingham,Hingham
2017-00126973,1,6 Montrose St,12,"Assault, Simple",2017-12-03 12:21:33,DHull,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,12,21,3,34.2808311,-118.423638,California,Los Angeles County
2017-00126973,1,6 Montrose St,12,Disorderly Conduct,2017-12-03 12:21:33,DHull,11-45-1,DISORDERLY CONDUCT,2017,other_crime,12,21,3,41.8230696,-71.412785,Providence,Ward 13
2017-00126967,1,890 Broad St,12,"Assault, Simple",2017-12-03 11:54:00,ITavarez,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,11,54,3,41.8001084,-71.41154519999999,Providence,Lower South Providence
2017-00126972,1,65 Weybosset St,12,"Larceny, Other",2017-12-03 11:24:00,GSlater,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,11,24,3,41.8454072,-71.4231655,Providence County,Providence
2017-00126958,1,3 Davol Sq,12,Burglary,2017-12-03 11:15:20,TRose,11-8-1,BURGLARY,2017,property_crime,11,15,3,40.7278955,-74.35732689999999,Union County,Summit
2017-00126956,1,1 Quarry St,12,"Assault, Simple",2017-12-03 11:04:00,MMoonan,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,11,4,3,41.15629240000001,-83.93831929999999,Van Buren Township,Leipsic
2017-00126951,1,39 Superior St,12,RI Statute Violation,2017-12-03 10:46:00,LFernandez,12-29-4,VIOLATION -NO CONTACT ORDER,2017,other_crime,10,46,3,41.9037719,-87.7856296,Oak Park Township,Oak Park
2017-00126950,1,304 Pearl St,12,Vandalism,2017-12-03 10:39:00,LFernandez,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,10,39,3,41.2100927,-74.2970065,Warwick,Greenwood Lake
2017-00500340,1,Messer And Oak Street St ,12,Vandalism,2017-12-03 10:33:53,SPartridge,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,10,33,3,37.7758592,-122.4106455,San Francisco,South of Market
2017-00126938,1,196 Peace St,12,Vandalism,2017-12-03 09:45:00,LFernandez,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2017,property_crime,9,45,3,40.7089806,-73.9606553,Brooklyn,Williamsburg
2017-00126918,1,304 Pearl St,12,Larceny from Motor Vehicle,2017-12-03 07:13:00,ECraven,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,7,13,3,41.7989396,-71.4275361,Providence,West End Providence
2017-00126905,1,Park St At Promenade St,12,Traffic Violation,2017-12-03 04:21:00,AGroot,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",2017,other_crime,4,21,3,42.1721131,-78.9430165,Conewango,Randolph
2017-00126877,1,360 Eddy St,12,Burglary,2017-12-03 02:45:49,DWaters,11-8-1,BURGLARY,2017,property_crime,2,45,3,41.8576398,-71.41488489999999,Providence,Charles
2017-00126868,1,Friendship St At Richmond St,12,Disorderly Conduct,2017-12-03 02:32:00,CBeach,11-45-1,DISORDERLY CONDUCT,2017,other_crime,2,32,3,40.742956,-74.04730099999999,Jersey City,The Heights
2017-00126868,1,Friendship St At Richmond St,12,RI Statute Violation,2017-12-03 02:32:00,CBeach,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,2017,other_crime,2,32,3,41.8565737,-71.4161373,Providence,Charles
2017-00126868,1,Friendship St At Richmond St,12,RI Statute Violation,2017-12-03 02:32:00,CBeach,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2017,other_crime,2,32,3,41.825028,-71.45549700000001,Providence,Olneyville
2017-00126861,1,Broad St At Warrington St,12,Vandalism,2017-12-03 02:15:00,PSalmons,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,2,15,3,41.8571084,-71.4137253,Providence,Charles
2017-00126861,1,Broad St At Warrington St,12,"Assault, Simple",2017-12-03 02:15:00,PSalmons,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,2,15,3,41.808296,-71.445245,Providence,Silver Lake
2017-00126855,1,Eaton Statpinehurstst ,12,Liquor Law Violations,2017-12-03 02:03:00,JDoucette,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2017,other_crime,2,3,3,40.7060317,-74.0074454,New York County,New York
2017-00126839,1,184 Oakland Ave,12,Municipal Code Violation,2017-12-03 01:22:00,DJohnson,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2017,other_crime,1,22,3,41.836848,-71.422714,Providence,Smith Hill
2017-00126830,1,457 Benefit St,12,Traffic Violation,2017-12-03 00:59:00,DPfeiffer,31-10-1,License Required to Drive - Operating a Motor Vehicle without Same,2017,other_crime,0,59,3,41.8190041,-71.4615949,Providence County,Providence
2017-00126830,1,457 Benefit St,12,Receiving Stolen Property,2017-12-03 00:59:00,DPfeiffer,31-9-2,Possession of Stolen Vehicle or Parts,2017,other_crime,0,59,3,41.8535566,-71.42037839999999,Providence,Charles
2017-00126829,1,Tobyhanna St At Niantic Ave,12,"Assault, Aggravated",2017-12-03 00:58:00,MPlace,11-5-2,FELONY ASSAULT,2017,violent_crime,0,58,3,,,,
2017-00126823,1,49 Eaton St,12,Liquor Law Violations,2017-12-03 00:43:00,CBrown,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2017,other_crime,0,43,3,29.7582468,-95.369282,Houston,Downtown
2017-00126817,1,654 Elmwood Ave,12,Vandalism,2017-12-03 00:27:00,JLewis,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2017,property_crime,0,27,3,41.8276852,-71.4006191,Providence County,Providence
2017-00126817,1,654 Elmwood Ave,12,RI Statute Violation,2017-12-03 00:27:00,JLewis,15-15-3,VIOLATION OF PROTECTIVE ORDER,2017,other_crime,0,27,3,41.728918,-71.4825768,Kent County,Warwick
2017-00126817,3,654 Elmwood Ave,12,Warrant\Capias,2017-12-03 00:27:00,JLewis,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,other_crime,0,27,3,37.9706951,-121.3140062,Stockton,Pacific
2017-00126812,1,36 Chad Brown St,12,Liquor Law Violations,2017-12-03 00:10:00,DJohnson,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2017,other_crime,0,10,3,41.8460618,-71.4289636,Providence County,Providence
2017-00126798,1,Ringgold St At Kenyon St,12,Drug Offenses,2017-12-02 23:14:00,CVieira,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,23,14,2,41.3363743,-73.0519881,New Haven County,Ansonia
2017-00126798,1,Ringgold St At Kenyon St,12,RI Statute Violation,2017-12-02 23:14:00,CVieira,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2017,other_crime,23,14,2,42.3644147,-71.2029392,Newton,Nonantum
2017-00126792,1,Federal St At Messenger St,12,Larceny from Motor Vehicle,2017-12-02 22:55:00,LFerreras,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,22,55,2,42.90572580000001,-78.8767228,Buffalo,Bryant
2017-00126780,1,Harrison St At Powhatan St,12,Larceny from Motor Vehicle,2017-12-02 22:14:00,JFonseca,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,22,14,2,41.79959110000001,-71.4059789,Providence,Lower South Providence
2017-00126777,1,150 Acorn St,12,Vandalism,2017-12-02 22:12:25,BBoudreau,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,22,12,2,41.820431,-71.4443129,Providence County,Providence
2017-00126768,1,Vandewater St At Grand Broadway St,12,Traffic Violation,2017-12-02 21:39:00,JDoucette,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,21,39,2,41.8007328,-71.41643510000002,Providence County,Providence
2017-00126768,1,Vandewater St At Grand Broadway St,12,RI Statute Violation,2017-12-02 21:39:00,JDoucette,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2017,other_crime,21,39,2,42.8309169,-75.5528023,Hamilton,Hamilton
2017-00126768,1,Vandewater St At Grand Broadway St,12,Warrant\Capias,2017-12-02 21:39:00,JDoucette,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,other_crime,21,39,2,41.8634599,-71.438909,Providence County,North Providence
2017-00126764,1,17 Middle Dr,12,Traffic Violation,2017-12-02 21:23:00,JLanier,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,21,23,2,41.841274,-71.433472,Providence,Elmhurst
2017-00500339,1,45 East St,12,Larceny from Motor Vehicle,2017-12-02 20:50:55,SPartridge,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,20,50,2,42.41748339999999,-71.1812647,Middlesex County,Arlington
2017-00126758,1,195  At Gano St,12,Drug Offenses,2017-12-02 20:43:00,MTroia,21-28-4.01-C1B,POSSESSION OF MARIJUANA-1st OFFENSE,2017,other_crime,20,43,2,37.7341647,-122.170744,San Leandro,Farrelly Pond District
2017-00126756,1,669 Wickenden St,12,Larceny from Motor Vehicle,2017-12-02 20:21:00,MCastillo,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,20,21,2,42.3273235,-71.19361049999999,Newton,Newton Centre
2017-00126731,1,1266 Broad St,12,Municipal Code Violation,2017-12-02 19:27:00,Central Station,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,2017,other_crime,19,27,2,41.8526553,-71.4229458,Providence,Charles
2017-00126726,1,245 River Ave,12,RI Statute Violation,2017-12-02 19:09:00,GScarcello,11-59-3,VIOLATION OF RESTRAINING ORDER,2017,other_crime,19,9,2,26.6163001,-80.0516233,Palm Beach County,Lake Worth
2017-00126726,1,245 River Ave,12,Vandalism,2017-12-02 19:09:00,GScarcello,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,19,9,2,40.6072656,-73.74315279999999,New York,Queens County
2017-00126726,1,245 River Ave,12,Weapons,2017-12-02 19:09:00,GScarcello,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,2017,other_crime,19,9,2,41.789948,-71.40890809999999,Providence,Washington Park
2017-00126718,1,Prairie Aveat Chestnut Street ,12,Vandalism,2017-12-02 18:52:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,18,52,2,33.4846283,-97.083086,Cooke County,Valley View
2017-00126709,1,79 Washington St,12,"Assault, Simple",2017-12-02 18:24:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,18,24,2,41.3029116,-73.0837143,Fairfield County,Shelton
2017-00126708,1,79 Washington St,12,"Assault, Simple",2017-12-02 18:22:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,18,22,2,41.81068250000001,-71.4458685,Providence,Silver Lake
2017-00126706,1,Battey St At Washington St,12,Warrant\Capias,2017-12-02 18:11:00,BBoudreau,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,other_crime,18,11,2,42.30957799999999,-71.0895029,Boston,Roxbury
2017-00126706,1,Battey St At Washington St,12,Tresspassing,2017-12-02 18:11:00,BBoudreau,11-44-26,WILLFUL TRESPASS,2017,property_crime,18,11,2,29.5545608,-98.6631218,Northwest Side,North Loop 1604 West
2017-00126703,1,Atwells Ave At Valley St,12,Traffic Violation,2017-12-02 18:05:00,MTroia,31-3-1,Operation of Unregistered Vehicle,2017,other_crime,18,5,2,41.8246585,-71.4434589,Providence,Mount Pleasant
2017-00126703,1,Atwells Ave At Valley St,12,Traffic Violation,2017-12-02 18:05:00,MTroia,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,18,5,2,39.7200493,-104.9870383,Denver,Central
2017-00126704,1,60 Academy Ave,12,"Assault, Simple",2017-12-02 18:04:00,JSherman,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,18,4,2,42.3003596,-71.2867481,Norfolk County,Wellesley
2017-00126704,1,60 Academy Ave,12,Warrant\Capias,2017-12-02 18:04:00,JSherman,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,other_crime,18,4,2,42.3375938,-71.1102836,,United States
2017-00126702,1,32 Page St,12,"Fraud, Swindle",2017-12-02 17:59:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,17,59,2,41.8202316,-71.4114292,Providence,Downtown Providence
2017-00126700,1,1 Providence Pl,12,"Assault, Simple",2017-12-02 17:48:16,GMorgan,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,17,48,2,41.8096331,-71.42810419999999,Providence,West End Providence
2017-00126701,1,248 Academy Ave,12,Motor Vehicle Theft,2017-12-02 17:37:00,GScarcello,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,17,37,2,40.77220519999999,-73.32248729999999,Babylon,Deer Park
2017-00126694,1,216 Union Ave,12,"Assault, Aggravated",2017-12-02 17:27:00,RFoley,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2017,violent_crime,17,27,2,41.8310024,-71.4358037,Providence,Valley
2017-00126690,1,21 Berkley St,12,Municipal Code Violation,2017-12-02 17:27:00,Central Station,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,2017,other_crime,17,27,2,41.8441893,-71.4236963,Providence County,Providence
2017-00126686,1,Vermont Ave At Narragansett Blvd,12,Drug Offenses,2017-12-02 17:24:00,JButen,21-28-4.01-A1,MANUFAC/POSS/DELIVER SCH 1/II-DRUG DEPEND,2017,other_crime,17,24,2,,,,
2017-00126681,1,57 Russo St,12,Traffic Violation,2017-12-02 17:10:00,DJohnson,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,17,10,2,41.9361908,-71.3028952,Bristol County,Attleboro
2017-00126678,1,Eddy St At Aldrich St,12,Traffic Violation,2017-12-02 17:05:00,TSavard,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",2017,other_crime,17,5,2,41.8468651,-71.4233732,Providence,Wanskuck
2017-00126669,1,51 Silver Spring St,12,"Larceny, Shoplifting",2017-12-02 16:42:00,JLopes,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2017,property_crime,16,42,2,,,,
2017-00126657,1,1229 Westminster St,12,Larceny from Motor Vehicle,2017-12-02 16:17:00,JFonseca,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,16,17,2,41.818154,-71.4569728,Providence,Hartford
2017-00126643,2,916 Atwells Ave,12,"Assault, Aggravated",2017-12-02 15:30:00,NManfredi,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2017,violent_crime,15,30,2,40.0948955,-74.05119479999999,Ocean County,Point Pleasant Beach
2017-00126643,1,916 Atwells Ave,12,Burglary,2017-12-02 15:30:00,NManfredi,11-8-3,ENTER DWELLING OR SHIP W/FELONIUS INTENT,2017,property_crime,15,30,2,30.3161411,-81.395753,Neptune Beach,Beaches
2017-00126637,1,288 Manton Ave,12,"Fraud, Swindle",2017-12-02 15:21:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,15,21,2,41.8233892,-71.42235269999999,Providence,Ward 13
2017-00126641,1,1688 Westminster St,12,Municipal Code Violation,2017-12-02 15:13:00,MMena-Torres,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,2017,other_crime,15,13,2,42.4118855,-71.0547678,Middlesex County,Everett
2017-00126627,1,1310 Eddy St,12,"Fraud, Swindle",2017-12-02 15:00:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,15,0,2,41.8090926,-71.4572779,Providence,Silver Lake
2017-00126630,1,99 Hillside Ave,12,"Larceny, Other",2017-12-02 14:53:00,GBustamante,11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,2017,property_crime,14,53,2,41.777966,-71.418258,Providence,South Elmwood
2017-00126636,1,43 Arch St,12,Burglary,2017-12-02 14:52:00,JFonseca,11-8-1,BURGLARY,2017,property_crime,14,52,2,40.7600958,-73.0137194,Brookhaven,Patchogue
2017-00126618,1,1 W  Exchange St,12,Disorderly Conduct,2017-12-02 14:08:00,RChin,11-45-1,DISORDERLY CONDUCT,2017,other_crime,14,8,2,42.3808257,-71.0331434,Boston,East Boston
2017-00126612,1,31 Judith St,12,Disorderly Conduct,2017-12-02 13:55:00,Central Station,11-45-1,DISORDERLY CONDUCT,2017,other_crime,13,55,2,43.1293797,-77.6380633,Rochester,19th Ward
2017-00126608,1,Toronto Ave At Tennessee Ave,12,Traffic Violation,2017-12-02 13:37:00,KMatsumoto,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,13,37,2,41.7936855,-71.4231009,Providence,Elmwood
2017-00126600,1,1 Dorrance Plz,12,Disorderly Conduct,2017-12-02 13:10:00,Central Station,11-45-1,DISORDERLY CONDUCT,2017,other_crime,13,10,2,41.8178571,-71.3903078,Providence,Fox Point
2017-00126591,1,18 Chaffee St,12,"Assault, Simple",2017-12-02 12:37:00,JRodrigues,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,12,37,2,42.1171788,-75.90038919999999,Broome County,Binghamton
2017-00126591,1,18 Chaffee St,12,RI Statute Violation,2017-12-02 12:37:00,JRodrigues,12-29-4,VIOLATION -NO CONTACT ORDER,2017,other_crime,12,37,2,42.9566518,-78.8270712,Buffalo,University
2017-00126584,1,224 Gano St,12,Burglary,2017-12-02 12:09:18,RKing,11-8-1,BURGLARY,2017,property_crime,12,9,2,41.8100064,-71.46125169999999,Providence,Silver Lake
2017-00126583,1,50 Grand Broadway St,12,Vandalism,2017-12-02 12:07:00,MMoonan,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,12,7,2,32.74048,-96.95481389999999,Texas,Dallas County
2017-00126577,1,3 What Cheer Ave,12,Larceny from Building,2017-12-02 11:50:52,MChasse,11-41-1,LARCENY/O $1500 - FROM BLD,2017,property_crime,11,50,2,41.822464,-71.4100874,Providence County,Providence
2017-00126572,1,8 Blackstone Blvd,12,"Assault, Simple",2017-12-02 11:41:00,EChin,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,11,41,2,41.8441959,-71.42791799999999,Providence,Wanskuck
2017-00126575,1,9 Eratus St ,12,Vandalism,2017-12-02 11:39:33,MChasse,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,11,39,2,33.94178,-118.2078543,California,Los Angeles County
2017-00126568,1,533 Elmwood Ave,12,"Fraud, Swindle",2017-12-02 11:33:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,11,33,2,42.8720301,-78.844635,Erie County,Buffalo
2017-00126560,1,107 Reservoir Ave,12,"Fraud, Swindle",2017-12-02 10:54:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,10,54,2,41.80455,-71.4299549,Providence County,Providence
2017-00126559,1,320 Waterman St ,12,Larceny from Motor Vehicle,2017-12-02 10:47:00,EChin,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,10,47,2,42.4709898,-70.97091019999999,Essex County,Lynn
2017-00126539,2,1 Valley Ter ,12,"Assault, Simple",2017-12-02 09:53:21,ADeschamps,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,9,53,2,41.8288584,-71.39016409999999,Providence,Wayland
2017-00126537,1,280 Sayles St,12,Burglary,2017-12-02 09:49:00,ITavarez,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,property_crime,9,49,2,41.823326,-71.444817,Providence County,Providence
2017-00126506,1,60 Lakeview Dr,12,Disorderly Conduct,2017-12-02 04:54:00,MPlace,11-45-1,DISORDERLY CONDUCT,2017,other_crime,4,54,2,41.8173859,-71.4102482,Providence,Jewelry District
2017-00500338,1,53 Broad St,12,Larceny from Motor Vehicle,2017-12-02 03:42:04,SPartridge,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,3,42,2,41.8074728,-71.4318432,Providence,West End Providence
2017-00126471,1,33 Bissell St,12,Warrant\Capias,2017-12-02 02:27:00,RCriner,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,other_crime,2,27,2,41.81993569999999,-71.4225501,Providence County,Providence
2017-00500337,1,Atwells Ave At Lily St,12,Larceny from Motor Vehicle,2017-12-02 02:23:54,SPartridge,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,2,23,2,40.683627,-73.95768699999999,Brooklyn,Bedford-Stuyvesant
2017-00126467,1,533 Elmwood ,12,Traffic Violation,2017-12-02 02:18:00,KBarth-Cafaro,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,2,18,2,42.0450271,-70.782519,Plymouth County,Pembroke
